gene_name,gene_id,mirna_name,mirna_id,experiments,publications,cell_lines,micro_tscore
EIF2B5,ENSG00000145191,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.46
EIF2S2,ENSG00000125977,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.82
EIF2S3,ENSG00000130741,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
EIF3E,ENSG00000104408,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.58
EIF4A3,ENSG00000141543,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
EIF4ENIF1,ENSG00000184708,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
EIF4G2,ENSG00000110321,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
EIF5B,ENSG00000158417,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
ELAC2,ENSG00000006744,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.43
ELF4,ENSG00000102034,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
ELMO2,ENSG00000062598,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.56
ELP1,ENSG00000070061,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.63
EMC4,ENSG00000128463,hsa-miR-29a-3p,MIMAT0000086,2,1,2,-1
ENOX1,ENSG00000120658,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
ENPP5,ENSG00000112796,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.81
ENTPD6,ENSG00000197586,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.43
EOMES,ENSG00000163508,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.71
EPC1,ENSG00000120616,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.9
EPHA2,ENSG00000142627,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
EPHA3,ENSG00000044524,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.57
EPHA5,ENSG00000145242,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.39
EPHB3,ENSG00000182580,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.68
EPHB6,ENSG00000106123,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.4
EPPK1,ENSG00000261150,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.41
ERAL1,ENSG00000132591,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
ERBB3,ENSG00000065361,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
ERMP1,ENSG00000099219,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.55
ESCO1,ENSG00000141446,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.76
ESPL1,ENSG00000135476,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.5
ESR1,ENSG00000091831,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-0.21
ETFB,ENSG00000105379,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.36
EVL,ENSG00000196405,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.45
EXD2,ENSG00000081177,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
EXOSC5,ENSG00000077348,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
EXOSC7,ENSG00000075914,hsa-miR-29a-3p,MIMAT0000086,2,1,2,-1
F2RL1,ENSG00000164251,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
F3,ENSG00000117525,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
FA2H,ENSG00000103089,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.43
FAM102B,ENSG00000162636,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.46
FAM107A,ENSG00000168309,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.38
FAM117B,ENSG00000138439,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
FAM118A,ENSG00000100376,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
FAM120C,ENSG00000184083,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
FAM129B,ENSG00000136830,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.42
FAM193B,ENSG00000146067,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.86
FAM20C,ENSG00000177706,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
FAM219B,ENSG00000178761,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
FAM222B,ENSG00000173065,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.43
FAM234A,ENSG00000167930,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
FAM234B,ENSG00000084444,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
FAM32A,ENSG00000105058,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
FAM50A,ENSG00000071859,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.36
FARP1,ENSG00000152767,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.71
FASTK,ENSG00000164896,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.43
FASTKD5,ENSG00000215251,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
FAT4,ENSG00000196159,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.37
FBXL19,ENSG00000099364,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.59
FBXO3,ENSG00000110429,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.52
FBXO34,ENSG00000178974,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
FBXO41,ENSG00000163013,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.51
FBXW11,ENSG00000072803,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
FBXW2,ENSG00000119402,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.72
FCHO1,ENSG00000130475,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
FEM1A,ENSG00000141965,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.73
FGD4,ENSG00000139132,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.84
FGFR1,ENSG00000077782,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
FGFRL1,ENSG00000127418,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
FHIP1A,ENSG00000164142,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
FHL1,ENSG00000022267,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.41
FITM2,ENSG00000197296,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.58
FMNL1,ENSG00000184922,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.48
FNIP1,ENSG00000217128,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
FNIP2,ENSG00000052795,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
FOXJ3,ENSG00000198815,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
FOXM1,ENSG00000111206,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
FOXO1,ENSG00000150907,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
FOXRED1,ENSG00000110074,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
FREM2,ENSG00000150893,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.89
FRMD8,ENSG00000126391,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
FRY,ENSG00000073910,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
FSTL3,ENSG00000070404,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
FTL,ENSG00000087086,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
FXYD5,ENSG00000089327,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
FYCO1,ENSG00000163820,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
FYTTD1,ENSG00000122068,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
FZD3,ENSG00000104290,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.45
GABBR2,ENSG00000136928,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
GABRA1,ENSG00000022355,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
GABRB1,ENSG00000163288,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
GAD1,ENSG00000128683,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
GADD45A,ENSG00000116717,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GAK,ENSG00000178950,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GALNT11,ENSG00000178234,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
GALNT2,ENSG00000143641,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.47
GALNT3,ENSG00000115339,hsa-miR-29a-3p,MIMAT0000086,2,1,2,0.4
GAPDH,ENSG00000111640,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
GAS2L1,ENSG00000185340,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
GATA2,ENSG00000179348,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GATA6,ENSG00000141448,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.35
GATAD2B,ENSG00000143614,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.52
GATB,ENSG00000059691,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
GATC,ENSG00000257218,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.79
GDAP1L1,ENSG00000124194,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.46
GDF11,ENSG00000135414,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
GFER,ENSG00000127554,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GFOD1,ENSG00000145990,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.55
GFRA2,ENSG00000168546,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.37
GGA1,ENSG00000100083,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.43
GHITM,ENSG00000165678,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GIGYF2,ENSG00000204120,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.44
GIT1,ENSG00000108262,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GK5,ENSG00000175066,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.64
GLB1,ENSG00000170266,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GLI2,ENSG00000074047,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.5
GLMP,ENSG00000198715,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
GLYR1,ENSG00000140632,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
GNAO1,ENSG00000087258,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.4
GNAQ,ENSG00000156052,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.43
GNE,ENSG00000159921,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
GOLGA3,ENSG00000090615,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GOLGA7,ENSG00000147533,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.9
GOLPH3,ENSG00000113384,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GON4L,ENSG00000116580,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.47
GOT2,ENSG00000125166,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GPAT4,ENSG00000158669,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
GPATCH11,ENSG00000152133,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GPBP1L1,ENSG00000159592,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
GPM6A,ENSG00000150625,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
GPM6B,ENSG00000046653,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
GPN1,ENSG00000198522,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GPR107,ENSG00000148358,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
GPR139,ENSG00000180269,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.47
GPR85,ENSG00000164604,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.92
GPRASP1,ENSG00000198932,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.44
GRAMD1A,ENSG00000089351,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GRAMD1B,ENSG00000023171,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.83
GRB10,ENSG00000106070,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
GRB2,ENSG00000177885,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GREB1,ENSG00000196208,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.37
GREB1L,ENSG00000141449,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.53
GRHL1,ENSG00000134317,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.37
GRIN1,ENSG00000176884,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.4
GRIN2B,ENSG00000273079,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.74
GRINA,ENSG00000178719,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
GRIP1,ENSG00000155974,hsa-miR-29a-3p,MIMAT0000086,2,2,2,1
GRM2,ENSG00000164082,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.59
GRM5,ENSG00000168959,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.48
GSE1,ENSG00000131149,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.5
GSPT2,ENSG00000189369,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
GTPBP3,ENSG00000130299,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.41
GTPBP4,ENSG00000107937,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
GYS1,ENSG00000104812,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.65
GZF1,ENSG00000125812,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
H1-1,ENSG00000124610,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
H1FX,ENSG00000184897,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
H2AZ2,ENSG00000105968,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.49
H2BC12,ENSG00000197903,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
H3C8,ENSG00000273983,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
H4C3,ENSG00000197061,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.36
HADH,ENSG00000138796,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HAPLN3,ENSG00000140511,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.93
HCN1,ENSG00000164588,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.43
HCN2,ENSG00000099822,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HDAC5,ENSG00000108840,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
HDGF,ENSG00000143321,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.84
HDGFL2,ENSG00000167674,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HEATR1,ENSG00000119285,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
HECTD2,ENSG00000165338,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HECW1,ENSG00000002746,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.83
HERC3,ENSG00000138641,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HERPUD1,ENSG00000051108,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HGF,ENSG00000019991,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.49
HGH1,ENSG00000235173,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
HHEX,ENSG00000152804,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HILPDA,ENSG00000135245,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HIRA,ENSG00000100084,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HIST1H1B,ENSG00000184357,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
HIST1H2AI,ENSG00000196747,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HIST1H2BD,ENSG00000158373,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HIVEP1,ENSG00000095951,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HK1,ENSG00000156515,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HLA-DRB1,ENSG00000196126,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.4
HMCES,ENSG00000183624,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
HMGXB3,ENSG00000113716,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HNRNPA3,ENSG00000170144,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
HNRNPH3,ENSG00000096746,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.51
HNRNPU,ENSG00000153187,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
HRH1,ENSG00000196639,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.55
HS3ST5,ENSG00000249853,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.39
HSBP1L1,ENSG00000226742,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HSF1,ENSG00000185122,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
HSP90AA1,ENSG00000080824,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
HSPA5,ENSG00000044574,hsa-miR-29a-3p,MIMAT0000086,2,1,2,0.61
HTR1B,ENSG00000135312,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.52
HTR2A,ENSG00000102468,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.63
IARS,ENSG00000196305,hsa-miR-29a-3p,MIMAT0000086,2,1,2,0.4
IBTK,ENSG00000005700,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
IDH3B,ENSG00000101365,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
IFIT1,ENSG00000185745,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
IFRD2,ENSG00000214706,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
IGF2BP2,ENSG00000073792,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
IGFBP5,ENSG00000115461,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
IGFN1,ENSG00000163395,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.43
IGHMBP2,ENSG00000132740,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
IGSF3,ENSG00000143061,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.47
IGSF8,ENSG00000162729,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.39
IGSF9B,ENSG00000080854,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.99
IL16,ENSG00000172349,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
IL6ST,ENSG00000134352,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
ILKAP,ENSG00000132323,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
IMMP1L,ENSG00000148950,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.6
IMPA1,ENSG00000133731,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
IMPDH2,ENSG00000178035,hsa-miR-29a-3p,MIMAT0000086,2,1,2,0.38
INO80,ENSG00000128908,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.43
INPP5D,ENSG00000168918,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
INPP5F,ENSG00000198825,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.42
INSIG2,ENSG00000125629,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
INTS2,ENSG00000108506,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.57
IPCEF1,ENSG00000074706,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.39
IPMK,ENSG00000151151,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.51
IPO4,ENSG00000196497,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.5
ISCA1,ENSG00000135070,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
ISCU,ENSG00000136003,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
ISOC1,ENSG00000066583,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.5
ITGA3,ENSG00000005884,hsa-miR-29a-3p,MIMAT0000086,2,1,2,0.4
ITGAE,ENSG00000083457,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
ITGB8,ENSG00000105855,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.44
ITPR1,ENSG00000150995,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.35
ITPRID2,ENSG00000138434,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
ITPRIP,ENSG00000148841,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.67
IVD,ENSG00000128928,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
IVNS1ABP,ENSG00000116679,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.39
JAK2,ENSG00000096968,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
JAZF1,ENSG00000153814,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.9
KANK1,ENSG00000107104,hsa-miR-29a-3p,MIMAT0000086,2,1,2,-1
KAT2B,ENSG00000114166,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.46
KBTBD11,ENSG00000176595,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.39
KBTBD3,ENSG00000182359,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.41
KBTBD4,ENSG00000123444,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
KCNC2,ENSG00000166006,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.76
KCNC3,ENSG00000131398,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.9
KCNH3,ENSG00000135519,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.68
KCNQ2,ENSG00000075043,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.48
KCNS1,ENSG00000124134,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.41
KCNS3,ENSG00000170745,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.35
KCTD10,ENSG00000110906,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.48
KCTD9,ENSG00000104756,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.53
KHSRP,ENSG00000088247,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
KIAA0408,ENSG00000189367,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
KIAA1522,ENSG00000162522,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
KIAA1671,ENSG00000197077,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.41
KIF11,ENSG00000138160,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.45
KIF18A,ENSG00000121621,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
KIF18B,ENSG00000186185,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
KIF24,ENSG00000186638,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.59
KIF5C,ENSG00000168280,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.37
KIT,ENSG00000157404,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
KITLG,ENSG00000049130,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
KLF11,ENSG00000172059,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.64
KLHL12,ENSG00000117153,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
KLHL7,ENSG00000122550,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.41
KRI1,ENSG00000129347,hsa-miR-29a-3p,MIMAT0000086,2,1,2,0.36
KRIT1,ENSG00000001631,hsa-miR-29a-3p,MIMAT0000086,2,1,2,-1
KRT17,ENSG00000128422,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
KRT18,ENSG00000111057,hsa-miR-29a-3p,MIMAT0000086,2,2,1,-1
LAD1,ENSG00000159166,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
LAGE3,ENSG00000196976,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
LAMP5,ENSG00000125869,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.41
LAMTOR2,ENSG00000116586,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.36
LAS1L,ENSG00000001497,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
LCA5,ENSG00000135338,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.51
LCP1,ENSG00000136167,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
LIPG,ENSG00000101670,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.46
LLGL2,ENSG00000073350,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.37
LMAN1,ENSG00000074695,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
LMAN2L,ENSG00000114988,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
LOXL3,ENSG00000115318,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
LPGAT1,ENSG00000123684,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.54
LPIN1,ENSG00000134324,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.42
LPL,ENSG00000175445,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.96
LRP12,ENSG00000147650,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.59
LRP4,ENSG00000134569,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
LRP5,ENSG00000162337,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.35
LRRC1,ENSG00000137269,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
LRRC4,ENSG00000128594,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
LRRC7,ENSG00000033122,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.36
LRRC73,ENSG00000204052,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.46
LRRC8B,ENSG00000197147,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.4
LRRC8D,ENSG00000171492,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
LRRK1,ENSG00000154237,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.54
LRRN2,ENSG00000170382,hsa-miR-29a-3p,MIMAT0000086,2,1,1,0.45
LYRM7,ENSG00000186687,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.52
LZTR1,ENSG00000099949,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
LZTS3,ENSG00000088899,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.38
MAB21L1,ENSG00000180660,hsa-miR-29a-3p,MIMAT0000086,2,2,1,0.4
MAFF,ENSG00000185022,hsa-miR-29a-3p,MIMAT0000086,2,2,2,-1
MAGEB1,ENSG00000214107,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.5
MAGEE1,ENSG00000198934,hsa-miR-29a-3p,MIMAT0000086,2,1,1,-1
MAGI2,ENSG00000187391,hsa-miR-29a-3p,MIMAT0000086,2,2,2,0.44
